gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,some high school,standard,completed,76,66,66
male,group C,associate's degree,standard,none,51,56,44
female,group B,some high school,free/reduced,none,29,42,31
female,group D,some high school,free/reduced,completed,34,55,59
male,group C,high school,free/reduced,none,53,65,52
female,group C,high school,standard,none,60,76,60
female,group B,high school,standard,completed,64,71,77
male,group D,associate's degree,standard,completed,64,72,65
male,group D,some college,standard,none,82,72,63
female,group C,high school,standard,none,69,78,77
male,group B,some college,standard,none,65,61,52
female,group C,bachelor's degree,standard,completed,72,91,92
male,group D,high school,free/reduced,none,79,70,61
male,group E,associate's degree,standard,none,86,73,77
female,group B,bachelor's degree,standard,none,50,68,70
male,group E,some college,standard,none,67,55,51
female,group C,some college,standard,completed,61,75,76
female,group C,associate's degree,standard,none,48,57,62
female,group C,some college,standard,none,62,71,70
female,group B,bachelor's degree,standard,none,59,69,72
male,group A,associate's degree,standard,none,63,59,65
female,group C,some college,free/reduced,completed,39,69,65
male,group D,some college,free/reduced,none,55,67,57
female,group D,some college,standard,none,79,86,86
female,group B,high school,standard,none,62,67,54
male,group B,some high school,standard,completed,90,84,76
female,group C,some college,standard,none,47,63,55
female,group D,some high school,free/reduced,none,24,39,29
male,group C,some college,standard,none,63,62,62
male,group A,bachelor's degree,free/reduced,completed,51,63,65
male,group C,high school,standard,completed,66,55,49
male,group C,bachelor's degree,free/reduced,none,56,67,62
female,group A,some high school,free/reduced,none,41,69,57
female,group D,some high school,standard,none,76,81,82
male,group E,some college,standard,none,81,75,76
female,group C,some college,free/reduced,completed,43,71,67
male,group D,some high school,standard,none,76,75,69
female,group D,some college,standard,completed,77,97,98
female,group D,bachelor's degree,standard,none,57,72,68
male,group E,associate's degree,free/reduced,none,45,47,44
female,group D,some high school,standard,none,81,89,86
female,group D,master's degree,free/reduced,completed,89,98,96
female,group A,some high school,standard,none,75,84,79
male,group A,bachelor's degree,standard,none,64,68,64
female,group B,associate's degree,standard,none,84,81,79
male,group C,associate's degree,standard,completed,85,100,96
male,group C,master's degree,free/reduced,none,81,83,69
female,group E,some high school,free/reduced,none,36,44,45
female,group A,some high school,free/reduced,none,43,40,41
female,group E,some college,standard,none,62,77,80
female,group E,bachelor's degree,standard,none,68,69,66
female,group C,associate's degree,free/reduced,none,52,76,69
female,group D,high school,standard,none,57,66,65
male,group D,master's degree,standard,none,74,67,78
male,group E,some high school,free/reduced,completed,73,63,55
female,group D,some college,standard,none,82,64,79
male,group E,some college,standard,none,77,69,71
male,group C,associate's degree,standard,completed,59,53,60
female,group C,some high school,standard,completed,63,75,79
male,group A,high school,free/reduced,none,49,40,41
female,group B,high school,free/reduced,none,52,64,65
female,group C,associate's degree,standard,none,89,93,93
male,group B,some high school,standard,none,71,60,58
male,group D,some high school,standard,none,64,57,53
female,group C,some high school,standard,completed,56,54,64
male,group A,some college,standard,none,53,41,46
female,group A,some college,free/reduced,none,49,61,52
female,group D,high school,standard,completed,85,96,100
female,group C,high school,standard,none,56,54,64
female,group C,some high school,standard,none,59,71,65
male,group B,associate's degree,standard,completed,60,65,59
female,group B,associate's degree,standard,none,87,77,73
female,group D,high school,free/reduced,completed,56,53,57
male,group D,associate's degree,standard,completed,82,82,80
female,group D,master's degree,standard,completed,75,76,79
male,group E,some college,standard,completed,87,87,79
male,group D,associate's degree,standard,none,72,68,56
male,group B,some high school,standard,completed,66,65,64
female,group C,bachelor's degree,free/reduced,completed,46,68,76
male,group E,high school,standard,none,89,72,68
male,group C,bachelor's degree,standard,completed,72,69,64
male,group C,associate's degree,standard,none,77,74,71
male,group D,some college,standard,none,67,60,65
male,group E,high school,free/reduced,completed,60,55,52
female,group C,associate's degree,free/reduced,completed,87,94,97
female,group D,high school,standard,completed,53,60,66
female,group D,master's degree,free/reduced,completed,45,58,63
female,group A,some high school,standard,completed,59,86,84
male,group B,some college,free/reduced,none,38,38,33
female,group C,some college,free/reduced,none,62,64,62
male,group C,bachelor's degree,standard,none,85,81,91
male,group C,some high school,free/reduced,none,70,71,64
male,group A,some high school,free/reduced,none,68,55,48
male,group C,some high school,free/reduced,none,64,64,52
male,group C,associate's degree,free/reduced,none,69,67,63
female,group C,high school,standard,none,56,70,71
male,group C,high school,standard,none,56,51,52
female,group A,some high school,free/reduced,none,52,54,47
male,group C,some high school,standard,none,73,63,70
male,group C,some college,free/reduced,completed,50,48,49
male,group D,associate's degree,standard,none,80,67,62
male,group D,associate's degree,free/reduced,none,72,65,74
male,group C,high school,standard,none,72,59,52
male,group D,some high school,standard,completed,91,89,78
female,group C,some college,standard,completed,68,77,78
female,group D,high school,standard,none,82,80,77
female,group A,some high school,free/reduced,none,61,75,71
female,group B,associate's degree,standard,none,69,84,74
male,group A,some high school,free/reduced,none,80,80,77
female,group C,some high school,standard,completed,64,71,74
male,group D,some college,free/reduced,none,71,70,65
male,group C,high school,standard,completed,82,80,81
male,group B,high school,standard,none,45,51,38
male,group B,associate's degree,standard,none,79,68,77
female,group C,some college,free/reduced,completed,63,88,89
female,group E,some college,standard,none,100,94,100
female,group C,associate's degree,free/reduced,none,61,74,77
male,group C,some college,free/reduced,none,61,55,52
female,group C,associate's degree,free/reduced,none,54,57,63
male,group C,bachelor's degree,free/reduced,none,37,53,42
female,group D,bachelor's degree,standard,none,80,92,92
male,group D,associate's degree,free/reduced,none,49,56,47
female,group E,bachelor's degree,standard,none,96,98,100
male,group B,high school,standard,completed,76,65,69
male,group C,bachelor's degree,free/reduced,none,48,53,58
male,group B,some college,free/reduced,none,54,49,40
female,group E,some college,standard,none,70,72,75
female,group C,some college,free/reduced,none,80,87,95
male,group A,bachelor's degree,standard,completed,80,57,61
female,group C,some college,standard,none,86,89,96
female,group D,associate's degree,free/reduced,none,23,28,37
male,group A,high school,free/reduced,completed,77,69,61
female,group A,high school,free/reduced,completed,76,85,82
male,group C,some college,standard,none,92,75,80
female,group C,associate's degree,standard,completed,85,90,91
female,group C,high school,standard,none,66,66,75
female,group C,associate's degree,standard,completed,73,82,86
female,group D,some high school,standard,none,54,69,61
female,group B,associate's degree,standard,completed,92,89,88
female,group D,bachelor's degree,standard,completed,68,78,79
male,group E,bachelor's degree,standard,completed,74,58,62
male,group D,associate's degree,standard,none,79,66,68
female,group D,master's degree,standard,none,52,66,74
male,group E,associate's degree,standard,none,76,71,71
male,group B,high school,standard,completed,75,75,69
female,group D,associate's degree,free/reduced,none,48,61,56
male,group C,some college,free/reduced,none,73,70,64
male,group A,high school,standard,none,62,55,47
female,group B,associate's degree,standard,none,45,53,58
male,group C,high school,standard,none,68,76,74
male,group D,some college,free/reduced,none,61,50,59
female,group C,associate's degree,free/reduced,none,63,79,78
male,group B,some high school,standard,completed,65,51,52
male,group A,associate's degree,free/reduced,completed,76,87,86
female,group A,associate's degree,free/reduced,none,64,89,77
female,group C,associate's degree,standard,none,59,63,72
female,group C,some college,standard,none,84,85,87
female,group C,bachelor's degree,standard,none,86,89,86
female,group B,high school,standard,none,55,63,67
male,group D,high school,standard,completed,64,60,62
female,group C,some college,standard,none,57,48,47
female,group D,some college,free/reduced,completed,60,79,81
female,group B,some high school,standard,none,70,70,67
male,group E,some college,standard,none,76,66,75
female,group D,master's degree,standard,none,76,83,82
female,group B,associate's degree,standard,completed,96,85,94
male,group C,some college,free/reduced,none,66,63,56
female,group E,associate's degree,standard,completed,90,84,87
female,group D,master's degree,free/reduced,none,39,58,55
female,group B,some high school,standard,none,86,82,83
male,group A,high school,standard,none,71,66,61
male,group B,bachelor's degree,free/reduced,none,51,61,52
male,group C,master's degree,standard,none,81,77,77
female,group C,bachelor's degree,standard,none,85,97,86
male,group D,some college,standard,none,71,71,69
male,group A,some high school,standard,none,63,45,41
male,group D,some high school,free/reduced,none,64,53,53
female,group B,some high school,standard,completed,52,62,66
female,group B,master's degree,free/reduced,completed,78,100,94
female,group C,some high school,standard,completed,74,82,83
female,group D,some college,standard,none,79,87,84
female,group E,some college,standard,completed,65,76,71
female,group D,some high school,standard,completed,70,76,80
female,group B,high school,free/reduced,completed,68,82,84
male,group D,some college,standard,none,75,54,52
female,group C,associate's degree,standard,none,89,85,85
male,group D,bachelor's degree,standard,none,68,63,59
male,group C,master's degree,free/reduced,none,58,54,45
male,group C,high school,standard,completed,53,51,51
male,group E,some college,standard,none,64,55,56
male,group C,some high school,free/reduced,completed,51,57,55
female,group C,high school,free/reduced,none,31,53,39
female,group D,bachelor's degree,free/reduced,none,28,42,52
female,group C,associate's degree,standard,none,60,69,65
female,group C,associate's degree,standard,completed,73,65,76
female,group C,some high school,standard,none,43,49,54
male,group E,associate's degree,standard,completed,61,57,63
female,group E,associate's degree,standard,completed,74,85,92
male,group B,high school,standard,completed,74,64,71
female,group C,bachelor's degree,free/reduced,completed,67,85,81
male,group C,associate's degree,standard,completed,51,60,58
female,group D,high school,standard,none,54,61,62
male,group E,bachelor's degree,standard,completed,89,70,71
male,group A,associate's degree,standard,completed,97,94,86
male,group C,high school,standard,completed,75,73,64
male,group D,associate's degree,free/reduced,completed,84,83,75
female,group C,associate's degree,standard,none,79,75,79
female,group D,associate's degree,standard,none,86,94,91
female,group D,master's degree,standard,none,61,66,71
male,group E,some high school,free/reduced,completed,74,88,82
female,group A,some high school,standard,completed,93,99,100
male,group C,high school,standard,completed,77,71,65
female,group C,high school,free/reduced,none,57,64,63
male,group C,master's degree,standard,none,76,71,68
male,group C,some high school,free/reduced,none,80,78,66
male,group B,bachelor's degree,free/reduced,completed,83,88,84
female,group B,associate's degree,standard,none,44,52,54
male,group D,some college,free/reduced,none,74,58,67
male,group E,associate's degree,standard,none,56,40,41
female,group C,some college,free/reduced,none,28,36,29
female,group C,associate's degree,standard,completed,50,71,74
male,group C,master's degree,free/reduced,none,56,64,69
female,group B,associate's degree,free/reduced,none,49,71,66
male,group D,some high school,standard,none,78,70,65
female,group D,some college,standard,completed,79,79,75
female,group C,some college,standard,none,61,77,72
male,group C,bachelor's degree,standard,completed,95,91,93
female,group D,some college,free/reduced,completed,67,81,81
male,group B,bachelor's degree,free/reduced,none,47,54,45
male,group B,associate's degree,standard,none,45,47,50
female,group E,bachelor's degree,free/reduced,completed,97,96,95
female,group D,master's degree,free/reduced,completed,64,76,73
male,group B,high school,free/reduced,none,63,50,52
male,group D,bachelor's degree,free/reduced,none,65,66,67
male,group B,some college,standard,completed,70,70,71
male,group A,bachelor's degree,standard,none,88,94,95
female,group C,some college,standard,none,55,67,54
female,group C,high school,free/reduced,completed,49,68,63
female,group E,high school,standard,none,75,80,70
male,group A,associate's degree,free/reduced,completed,41,59,54
male,group A,some college,standard,completed,59,46,53
female,group B,high school,standard,none,76,87,90
female,group B,some college,free/reduced,completed,45,59,54
female,group D,master's degree,standard,none,52,61,67
female,group D,some high school,standard,none,86,97,91
female,group E,some high school,standard,none,79,76,85
female,group D,bachelor's degree,free/reduced,none,61,72,75
female,group D,associate's degree,standard,completed,76,76,81
female,group D,some college,standard,none,69,77,78
female,group C,associate's degree,standard,none,63,79,74
female,group A,high school,standard,none,55,68,78
female,group C,bachelor's degree,free/reduced,none,40,67,62
female,group C,some college,standard,none,51,63,66
female,group A,some high school,standard,none,50,67,65
male,group C,some college,free/reduced,none,57,53,53
male,group A,some high school,standard,none,67,61,48
male,group E,bachelor's degree,standard,none,73,69,63
female,group E,high school,standard,none,74,71,71
female,group C,bachelor's degree,standard,completed,88,100,98
female,group C,bachelor's degree,standard,completed,52,75,70
male,group B,high school,free/reduced,none,30,26,15
male,group A,some high school,standard,none,49,55,45
female,group D,high school,standard,none,68,79,69
female,group D,some high school,standard,none,65,84,76
female,group D,master's degree,standard,none,53,57,65
female,group C,high school,standard,none,27,26,25
female,group E,some college,standard,none,74,78,79
male,group D,high school,free/reduced,none,65,62,48
male,group D,master's degree,free/reduced,completed,79,85,86
male,group C,some high school,standard,none,73,74,59
female,group C,associate's degree,standard,none,81,85,78
female,group C,master's degree,free/reduced,none,43,61,53
female,group E,some college,standard,none,56,61,57
female,group B,associate's degree,standard,none,58,59,60
male,group D,some college,free/reduced,completed,71,63,66
female,group C,some college,standard,none,58,57,64
male,group C,bachelor's degree,standard,completed,96,94,96
female,group C,associate's degree,standard,none,62,73,76
female,group A,associate's degree,standard,none,78,95,89
female,group C,high school,standard,none,62,70,76
female,group E,bachelor's degree,standard,none,37,48,33
male,group D,bachelor's degree,standard,none,85,77,78
male,group D,master's degree,standard,none,96,84,87
male,group C,associate's degree,free/reduced,completed,70,73,68
female,group C,high school,free/reduced,none,38,56,52
male,group B,bachelor's degree,free/reduced,none,62,67,58
male,group C,high school,free/reduced,completed,58,48,48
male,group A,some college,standard,completed,100,93,82
female,group E,bachelor's degree,free/reduced,none,56,61,59
male,group D,some college,standard,completed,100,95,100
male,group B,associate's degree,free/reduced,completed,66,69,59
male,group D,associate's degree,standard,none,60,50,46
male,group D,some college,free/reduced,none,47,58,45
female,group C,some high school,standard,completed,39,52,58
male,group D,some college,standard,none,65,68,73
male,group B,high school,standard,none,74,55,67
female,group B,bachelor's degree,standard,completed,63,70,78
female,group C,high school,standard,none,75,86,86
male,group D,some high school,standard,none,83,88,76
male,group A,high school,standard,none,72,79,65
female,group B,high school,free/reduced,completed,63,81,79
female,group D,some high school,standard,completed,82,94,92
male,group E,some college,standard,none,82,81,70
female,group D,associate's degree,standard,none,74,70,77
male,group D,high school,standard,none,39,57,48
female,group D,associate's degree,free/reduced,completed,71,86,89
female,group B,some high school,free/reduced,none,68,77,81
female,group E,high school,standard,completed,74,83,76
male,group B,high school,standard,none,71,70,65
female,group B,bachelor's degree,standard,completed,67,83,81
female,group D,associate's degree,standard,none,59,69,68
female,group E,high school,free/reduced,none,62,63,63
female,group B,high school,standard,none,55,54,54
female,group D,some college,standard,completed,64,79,84
male,group C,some high school,free/reduced,completed,49,58,52
female,group A,high school,standard,completed,67,83,80
female,group D,some college,standard,completed,86,84,94
female,group A,associate's degree,standard,completed,60,71,73
female,group B,some high school,standard,none,70,84,80
female,group B,some college,standard,none,57,71,64
male,group C,associate's degree,free/reduced,none,81,63,59
male,group D,some high school,standard,none,71,62,60
female,group D,associate's degree,free/reduced,none,45,58,58
male,group D,associate's degree,standard,none,91,83,90
male,group C,some college,free/reduced,none,77,76,78
male,group C,some high school,standard,none,69,70,66
female,group D,some college,free/reduced,none,60,73,65
female,group C,high school,standard,none,66,66,71
male,group D,associate's degree,standard,none,76,65,64
female,group C,some high school,free/reduced,completed,50,58,65
female,group C,some college,free/reduced,completed,61,71,69
female,group B,bachelor's degree,free/reduced,none,76,82,83
male,group C,some college,standard,none,78,77,56
male,group D,associate's degree,standard,completed,86,77,78
female,group C,high school,free/reduced,none,67,79,64
male,group D,associate's degree,free/reduced,none,49,57,46
female,group C,some college,standard,none,67,83,72
female,group C,associate's degree,standard,completed,64,82,84
female,group D,high school,standard,completed,71,72,75
female,group B,some college,standard,completed,46,62,65
female,group E,some college,standard,completed,73,81,74
female,group C,some high school,standard,completed,68,85,73
male,group D,associate's degree,free/reduced,none,79,71,80
male,group D,some college,free/reduced,none,68,58,55
female,group D,high school,standard,none,63,68,77
male,group B,high school,standard,none,59,67,65
male,group B,high school,standard,none,57,58,56
female,group C,some high school,free/reduced,completed,31,40,40
male,group B,some college,standard,completed,62,62,65
female,group E,master's degree,standard,completed,89,94,100
male,group E,some college,standard,completed,81,75,71
male,group D,associate's degree,free/reduced,none,79,79,68
male,group A,high school,free/reduced,none,52,63,40
male,group E,some college,free/reduced,none,93,85,85
female,group C,associate's degree,standard,none,54,55,48
female,group E,associate's degree,free/reduced,none,76,73,80
female,group C,bachelor's degree,free/reduced,completed,69,76,85
female,group D,associate's degree,standard,none,79,78,70
female,group C,some high school,standard,none,47,65,54
female,group D,some college,free/reduced,none,80,85,84
female,group C,associate's degree,standard,completed,80,87,86
female,group A,bachelor's degree,standard,none,64,76,72
female,group D,associate's degree,standard,completed,55,73,76
male,group C,high school,free/reduced,none,61,65,63
female,group E,bachelor's degree,standard,completed,81,79,85
female,group B,some high school,standard,none,54,64,75
male,group A,bachelor's degree,standard,completed,90,85,82
female,group D,some college,standard,none,58,63,70
female,group B,some high school,free/reduced,completed,57,59,66
male,group A,bachelor's degree,free/reduced,none,64,68,65
male,group D,high school,standard,none,41,31,41
male,group C,some college,standard,none,63,60,48
male,group D,high school,standard,none,84,87,83
female,group D,associate's degree,free/reduced,completed,37,56,57
male,group C,some college,standard,completed,96,83,93
female,group E,some high school,standard,completed,83,82,85
female,group D,some college,standard,none,100,100,95
male,group D,master's degree,standard,none,83,82,86
female,group B,some high school,standard,completed,65,72,78
female,group B,associate's degree,free/reduced,completed,78,92,86
male,group C,associate's degree,standard,completed,74,75,69
female,group C,associate's degree,standard,completed,96,98,99
female,group C,high school,standard,none,80,72,73
male,group E,associate's degree,free/reduced,completed,88,77,77
female,group C,some college,free/reduced,none,67,69,69
male,group D,some high school,free/reduced,completed,52,64,64
female,group B,some high school,free/reduced,completed,72,94,89
male,group C,high school,standard,none,45,43,41
male,group B,some college,standard,none,42,43,36
male,group E,some college,standard,completed,76,74,70
female,group E,associate's degree,standard,completed,67,77,76
male,group E,some high school,standard,completed,64,46,52
female,group D,high school,free/reduced,none,78,87,85
male,group C,some college,standard,none,57,38,33
female,group B,associate's degree,free/reduced,completed,71,74,76
male,group A,some high school,free/reduced,none,52,41,42
female,group C,some college,standard,completed,89,91,92
male,group D,some high school,standard,none,57,45,42
female,group E,some college,free/reduced,none,57,57,55
male,group C,master's degree,standard,none,68,58,55
male,group C,associate's degree,standard,none,94,82,87
female,group B,some college,free/reduced,completed,53,68,76
male,group D,associate's degree,standard,none,79,75,77
male,group C,high school,free/reduced,none,66,62,53
male,group D,bachelor's degree,standard,none,84,72,73
female,group A,associate's degree,free/reduced,none,34,52,55
female,group C,high school,standard,none,80,79,87
female,group C,associate's degree,standard,completed,63,74,76
male,group B,some college,free/reduced,none,54,51,48
male,group D,associate's degree,standard,none,71,80,72
male,group D,high school,standard,none,68,77,72
male,group C,some college,standard,none,70,60,70
female,group C,bachelor's degree,free/reduced,none,54,57,58
male,group B,some college,standard,completed,88,89,83
male,group D,some high school,standard,completed,66,70,64
male,group E,some college,standard,none,72,68,64
male,group C,master's degree,free/reduced,completed,79,81,79
female,group C,some high school,standard,completed,82,85,81
male,group C,associate's degree,free/reduced,none,53,54,53
female,group E,associate's degree,standard,none,83,96,92
male,group D,some college,standard,none,53,58,48
male,group E,bachelor's degree,free/reduced,completed,66,64,73
female,group D,some college,free/reduced,completed,50,64,60
male,group B,some college,standard,completed,73,75,78
female,group C,high school,free/reduced,none,53,69,62
female,group D,some high school,standard,none,53,54,56
male,group D,some high school,standard,completed,80,83,85
female,group B,high school,standard,none,64,66,60
male,group D,some college,standard,none,57,68,57
female,group B,high school,standard,none,72,67,74
female,group C,high school,standard,completed,62,79,77
male,group B,high school,standard,completed,76,57,62
female,group D,some high school,standard,none,67,66,76
male,group A,some college,free/reduced,none,60,58,57
male,group B,high school,standard,none,53,52,51
male,group D,bachelor's degree,standard,none,80,74,71
female,group B,some high school,free/reduced,completed,50,65,69
female,group C,bachelor's degree,free/reduced,none,65,78,76
male,group B,some college,standard,none,64,61,63
female,group B,some high school,free/reduced,none,52,62,57
female,group B,high school,standard,none,71,73,69
female,group C,some college,free/reduced,none,32,41,43
female,group A,some college,standard,completed,76,75,80
male,group E,associate's degree,standard,completed,97,85,86
female,group D,associate's degree,free/reduced,none,44,52,62
female,group B,master's degree,standard,none,78,85,82
female,group B,high school,free/reduced,completed,74,83,87
female,group C,associate's degree,standard,completed,51,61,66
male,group C,bachelor's degree,standard,completed,93,81,83
female,group B,some high school,standard,completed,30,46,45
female,group E,some high school,free/reduced,none,76,78,79
female,group B,some college,standard,none,18,40,29
male,group C,associate's degree,free/reduced,none,64,68,65
female,group C,master's degree,free/reduced,none,50,70,66
female,group B,high school,standard,none,48,59,61
female,group D,some college,free/reduced,none,59,70,67
male,group D,high school,free/reduced,none,69,71,74
male,group E,some high school,standard,completed,84,80,77
female,group B,high school,standard,none,45,56,54
female,group E,associate's degree,free/reduced,completed,60,71,75
male,group D,high school,standard,none,70,71,66
female,group E,associate's degree,free/reduced,none,69,85,86
male,group E,some college,standard,none,69,62,56
female,group C,associate's degree,standard,none,51,58,52
male,group C,some high school,standard,completed,71,74,65
male,group C,some high school,standard,completed,72,76,70
female,group E,associate's degree,standard,none,90,90,94
female,group B,some college,standard,none,82,89,89
female,group C,some college,standard,none,77,76,83
male,group A,some college,free/reduced,none,75,81,70
female,group D,some college,free/reduced,none,60,69,74
female,group E,high school,free/reduced,none,40,50,42
male,group C,high school,standard,none,88,70,64
male,group B,bachelor's degree,standard,none,58,56,53
male,group A,some high school,standard,none,53,35,38
male,group A,high school,free/reduced,none,45,43,46
female,group C,master's degree,standard,completed,49,68,64
male,group E,some high school,standard,completed,87,82,73
female,group C,high school,standard,none,72,83,82
male,group B,some high school,standard,completed,96,86,89
female,group A,bachelor's degree,standard,none,43,56,66
male,group D,bachelor's degree,free/reduced,completed,61,69,80
female,group B,high school,free/reduced,none,55,68,69
female,group C,some high school,standard,none,75,89,83
female,group A,some high school,standard,completed,86,95,88
female,group D,bachelor's degree,free/reduced,none,78,88,88
male,group E,some college,free/reduced,completed,49,47,49
female,group B,high school,free/reduced,none,69,84,77
female,group C,some high school,free/reduced,none,46,54,54
male,group C,high school,standard,none,62,64,56
female,group C,associate's degree,free/reduced,completed,55,71,67
female,group C,some high school,standard,none,66,74,73
female,group D,some high school,free/reduced,completed,67,86,83
male,group B,some high school,standard,none,64,50,57
female,group A,some college,free/reduced,none,66,62,55
female,group C,bachelor's degree,free/reduced,completed,74,86,94
male,group A,bachelor's degree,standard,none,68,59,61
female,group B,high school,standard,completed,81,79,89
male,group B,some college,standard,none,53,51,49
female,group C,high school,standard,completed,64,60,78
male,group E,high school,standard,none,73,64,59
female,group A,high school,standard,completed,72,80,82
male,group B,associate's degree,free/reduced,completed,61,57,51
female,group C,associate's degree,standard,none,69,80,73
female,group D,high school,free/reduced,none,41,51,43
male,group C,some high school,standard,none,60,63,56
female,group B,high school,free/reduced,completed,22,46,33
male,group B,some college,free/reduced,completed,76,72,81
female,group D,some high school,free/reduced,completed,43,67,61
male,group E,master's degree,standard,none,90,84,85
male,group C,master's degree,standard,completed,86,86,82
male,group D,high school,standard,none,60,53,52
female,group C,high school,standard,none,55,77,71
male,group D,associate's degree,standard,none,83,73,73
male,group C,master's degree,standard,none,75,67,62
female,group A,high school,standard,none,66,73,65
female,group E,some college,standard,none,88,84,91
male,group E,some high school,standard,none,87,70,57
male,group C,some high school,standard,none,62,63,59
female,group B,bachelor's degree,standard,none,95,94,96
male,group B,some college,free/reduced,none,70,73,63
female,group C,bachelor's degree,standard,none,65,79,77
male,group B,high school,standard,completed,47,53,43
male,group C,associate's degree,free/reduced,none,92,69,75
female,group C,associate's degree,standard,none,54,62,56
female,group E,master's degree,free/reduced,none,78,90,92
male,group D,bachelor's degree,free/reduced,completed,35,43,38
female,group C,some college,standard,completed,73,69,77
male,group C,associate's degree,standard,none,99,91,93
male,group D,some college,standard,completed,82,87,83
male,group C,high school,free/reduced,none,58,51,53
male,group B,associate's degree,standard,none,63,43,45
male,group E,associate's degree,free/reduced,completed,83,78,75
male,group C,associate's degree,free/reduced,none,49,48,54
male,group B,high school,standard,none,58,55,51
female,group C,some college,standard,completed,68,73,76
male,group B,associate's degree,standard,completed,86,83,76
male,group E,associate's degree,free/reduced,none,86,91,80
female,group C,bachelor's degree,free/reduced,none,45,64,63
male,group C,some college,free/reduced,none,80,65,67
male,group D,some college,standard,none,83,80,79
male,group C,some high school,standard,none,54,64,57
female,group D,some high school,standard,none,59,75,75
female,group D,associate's degree,standard,none,60,75,73
male,group C,bachelor's degree,standard,completed,61,62,65
female,group E,bachelor's degree,standard,completed,75,70,70
female,group B,high school,free/reduced,none,63,78,71
male,group D,bachelor's degree,free/reduced,none,50,46,47
female,group E,associate's degree,standard,none,54,46,51
female,group C,associate's degree,standard,completed,63,74,77
female,group E,associate's degree,standard,completed,92,100,91
male,group C,high school,free/reduced,none,59,67,62
female,group D,some college,free/reduced,none,71,60,76
male,group D,high school,free/reduced,none,43,46,52
female,group E,some college,standard,completed,81,81,92
female,group E,associate's degree,standard,none,85,89,90
female,group A,master's degree,free/reduced,none,45,65,76
male,group D,some high school,standard,completed,93,75,80
female,group E,associate's degree,standard,none,60,63,67
female,group E,some high school,free/reduced,none,36,38,34
male,group B,high school,free/reduced,none,40,29,27
female,group B,some high school,free/reduced,completed,68,79,78
male,group D,associate's degree,standard,completed,67,58,64
female,group D,some high school,standard,completed,67,74,80
male,group D,master's degree,standard,none,83,81,85
female,group C,master's degree,standard,none,70,78,73
female,group A,high school,free/reduced,completed,36,43,36
female,group D,bachelor's degree,free/reduced,completed,93,100,100
female,group D,some high school,free/reduced,none,66,85,82
male,group D,some college,standard,none,92,79,79
male,group B,high school,standard,none,61,52,50
female,group D,some college,standard,completed,78,79,90
female,group C,bachelor's degree,free/reduced,none,71,77,74
male,group E,bachelor's degree,standard,completed,70,60,66
male,group D,bachelor's degree,free/reduced,none,47,45,43
female,group A,some college,standard,none,74,85,87
female,group C,bachelor's degree,standard,completed,48,65,71
female,group C,bachelor's degree,free/reduced,completed,51,62,61
female,group B,associate's degree,free/reduced,none,48,61,57
female,group E,some college,standard,none,65,65,71
male,group E,bachelor's degree,standard,completed,100,98,97
female,group C,high school,standard,none,44,62,52
female,group C,associate's degree,standard,completed,60,82,81
male,group B,some college,standard,completed,95,91,92
male,group D,high school,free/reduced,none,72,68,63
female,group C,high school,free/reduced,none,37,53,41
male,group D,high school,standard,none,75,63,67
female,group B,associate's degree,free/reduced,none,51,62,64
male,group D,high school,free/reduced,none,72,73,65
male,group E,some high school,standard,completed,78,63,63
male,group E,associate's degree,free/reduced,none,62,60,57
female,group D,high school,free/reduced,completed,66,65,71
male,group E,associate's degree,free/reduced,completed,43,43,44
female,group C,some high school,free/reduced,none,53,57,52
male,group C,some college,free/reduced,completed,66,70,73
male,group D,some college,free/reduced,none,62,58,64
male,group D,associate's degree,free/reduced,completed,57,67,76
male,group C,bachelor's degree,free/reduced,completed,70,80,78
male,group C,associate's degree,standard,completed,98,84,87
male,group D,some college,free/reduced,none,75,61,53
male,group A,associate's degree,standard,none,69,57,54
female,group E,high school,free/reduced,none,56,59,54
male,group D,some college,standard,completed,81,80,82
male,group D,some high school,standard,completed,74,65,68
male,group C,master's degree,free/reduced,completed,68,65,75
female,group D,master's degree,standard,none,74,95,92
male,group C,high school,standard,none,82,62,69
male,group A,some high school,free/reduced,completed,63,58,60
female,group B,high school,standard,none,63,66,59
female,group C,associate's degree,standard,none,51,63,53
male,group B,high school,standard,none,78,82,81
female,group D,some college,free/reduced,none,47,59,64
male,group B,some high school,free/reduced,completed,44,46,51
female,group E,high school,free/reduced,completed,59,75,71
male,group E,high school,standard,none,98,72,72
female,group D,some college,standard,completed,80,75,84
female,group E,some high school,free/reduced,none,70,77,69
male,group C,high school,standard,completed,58,56,57
female,group C,some college,standard,none,61,69,69
male,group E,associate's degree,standard,none,73,61,57
male,group C,some college,standard,none,82,85,84
female,group D,master's degree,standard,none,94,99,99
female,group D,high school,standard,none,48,59,55
male,group C,high school,standard,none,72,82,76
female,group A,some college,standard,none,51,63,66
female,group D,some high school,free/reduced,none,48,53,55
female,group E,associate's degree,standard,none,100,97,100
female,group C,some high school,free/reduced,completed,63,72,74
male,group D,some college,standard,none,67,58,56
female,group D,some college,standard,none,61,69,74
male,group A,some high school,standard,completed,63,66,59
male,group C,some college,standard,none,61,63,55
female,group E,associate's degree,standard,none,65,74,68
female,group B,bachelor's degree,standard,none,78,89,75
female,group D,bachelor's degree,standard,none,85,100,100
