gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,free/reduced,completed,75,65,71
female,group E,bachelor's degree,standard,none,83,87,81
female,group D,high school,standard,none,54,49,57
male,group E,some college,standard,none,62,47,48
male,group D,some high school,standard,none,74,78,64
male,group C,associate's degree,standard,none,87,75,76
male,group E,associate's degree,standard,none,93,80,77
female,group B,high school,standard,completed,62,75,64
female,group B,high school,standard,none,68,63,67
male,group C,high school,standard,none,66,59,57
male,group A,some high school,standard,completed,52,50,53
female,group D,some college,free/reduced,none,69,85,82
female,group B,some high school,standard,completed,55,73,70
male,group D,master's degree,standard,none,77,76,67
male,group D,high school,standard,none,52,49,51
female,group E,some college,standard,none,60,71,71
female,group C,associate's degree,free/reduced,none,69,68,73
male,group C,associate's degree,standard,completed,78,79,75
female,group B,some college,standard,none,65,76,77
female,group C,master's degree,free/reduced,completed,63,85,83
female,group C,some high school,free/reduced,completed,60,75,82
male,group C,some college,standard,completed,81,83,76
female,group C,some high school,free/reduced,none,48,55,51
female,group E,high school,standard,none,97,90,92
male,group D,high school,standard,none,71,75,66
male,group D,some high school,free/reduced,none,56,40,42
female,group C,bachelor's degree,standard,none,67,80,83
female,group D,high school,standard,none,69,76,75
female,group D,associate's degree,standard,completed,86,89,93
female,group E,some college,free/reduced,none,68,80,72
male,group C,bachelor's degree,standard,none,71,58,60
male,group C,some college,standard,none,62,54,42
female,group D,associate's degree,free/reduced,none,43,55,56
female,group D,some college,standard,none,65,73,74
male,group B,some college,standard,completed,88,90,72
male,group C,bachelor's degree,standard,none,81,75,77
female,group C,some high school,standard,completed,80,92,94
female,group E,high school,standard,completed,54,63,72
female,group C,some high school,free/reduced,none,61,86,75
male,group B,bachelor's degree,free/reduced,none,78,59,59
male,group D,high school,standard,none,49,53,45
male,group D,high school,standard,none,49,53,41
female,group D,bachelor's degree,free/reduced,none,76,83,81
female,group D,some college,free/reduced,completed,70,77,77
female,group B,some high school,standard,none,40,41,43
male,group B,associate's degree,standard,completed,84,77,81
male,group E,associate's degree,standard,completed,100,87,85
female,group B,some high school,standard,none,62,94,82
male,group B,bachelor's degree,free/reduced,none,88,79,80
male,group E,some high school,standard,completed,77,76,77
male,group C,associate's degree,standard,none,73,70,69
male,group D,some high school,standard,none,81,75,71
male,group C,some high school,standard,completed,63,58,61
female,group E,bachelor's degree,standard,none,60,72,74
male,group D,high school,free/reduced,completed,80,77,84
male,group B,associate's degree,free/reduced,none,64,60,61
male,group A,some high school,standard,completed,43,37,41
male,group E,associate's degree,standard,completed,68,78,70
male,group C,high school,free/reduced,completed,42,43,49
male,group D,associate's degree,free/reduced,none,94,84,72
male,group A,some college,free/reduced,completed,86,78,79
male,group D,some high school,free/reduced,none,52,56,56
female,group C,associate's degree,standard,completed,65,88,86
male,group B,associate's degree,standard,none,80,75,63
female,group C,associate's degree,standard,completed,74,78,82
male,group A,some college,standard,none,68,72,67
male,group E,some college,standard,completed,95,83,83
male,group C,some high school,standard,none,56,55,43
female,group B,associate's degree,free/reduced,none,57,71,63
female,group D,high school,free/reduced,none,45,54,51
female,group B,associate's degree,standard,none,71,81,80
male,group B,bachelor's degree,standard,none,62,59,53
male,group D,bachelor's degree,standard,completed,70,61,70
female,group C,associate's degree,free/reduced,completed,68,72,64
female,group C,bachelor's degree,standard,completed,64,65,72
male,group C,high school,standard,none,75,68,67
female,group D,master's degree,standard,completed,76,84,89
male,group C,associate's degree,standard,none,83,75,83
male,group B,bachelor's degree,standard,none,65,71,71
female,group D,associate's degree,free/reduced,none,51,70,65
female,group C,high school,free/reduced,completed,69,75,84
female,group E,high school,standard,none,76,84,74
female,group C,some college,standard,none,73,78,84
female,group C,some high school,free/reduced,none,48,57,58
female,group C,high school,free/reduced,none,37,41,39
female,group C,some college,standard,none,84,94,99
male,group C,some college,standard,none,62,63,59
male,group A,some college,free/reduced,none,29,24,14
male,group C,associate's degree,standard,completed,85,71,79
female,group B,some high school,standard,none,42,55,51
male,group C,high school,standard,none,66,55,64
male,group C,associate's degree,standard,none,47,41,33
male,group E,associate's degree,standard,completed,65,61,49
male,group B,associate's degree,standard,none,93,82,80
female,group C,bachelor's degree,standard,none,87,91,97
female,group B,some college,free/reduced,none,63,72,65
male,group D,some high school,standard,completed,77,71,69
male,group C,associate's degree,standard,none,45,52,40
female,group B,some high school,free/reduced,none,26,41,25
female,group D,some high school,free/reduced,completed,40,55,58
male,group C,high school,free/reduced,none,55,65,51
female,group C,high school,standard,none,59,68,60
female,group B,high school,standard,completed,71,76,76
male,group D,associate's degree,standard,completed,66,72,69
male,group D,some college,standard,none,84,70,64
female,group C,high school,standard,none,67,82,75
male,group B,some college,standard,none,59,56,58
female,group C,bachelor's degree,standard,completed,73,99,96
male,group D,high school,free/reduced,none,79,74,61
male,group E,associate's degree,standard,none,85,77,81
female,group B,bachelor's degree,standard,none,50,70,67
male,group E,some college,standard,none,64,56,53
female,group C,some college,standard,completed,59,77,83
female,group C,associate's degree,standard,none,50,54,57
female,group C,some college,standard,none,64,68,71
female,group B,bachelor's degree,standard,none,66,68,75
male,group A,associate's degree,standard,none,60,65,59
female,group C,some college,free/reduced,completed,46,66,69
male,group D,some college,free/reduced,none,60,64,58
female,group D,some college,standard,none,77,94,84
female,group B,high school,standard,none,58,62,54
male,group B,some high school,standard,completed,82,81,81
female,group C,some college,standard,none,55,54,63
female,group D,some high school,free/reduced,none,30,30,28
male,group C,some college,standard,none,55,63,63
male,group A,bachelor's degree,free/reduced,completed,50,62,63
male,group C,high school,standard,completed,72,55,58
male,group C,bachelor's degree,free/reduced,none,62,63,64
female,group A,some high school,free/reduced,none,49,65,56
female,group D,some high school,standard,none,72,83,86
male,group E,some college,standard,none,84,81,67
female,group C,some college,free/reduced,completed,42,76,69
male,group D,some high school,standard,none,77,70,70
female,group D,some college,standard,completed,78,93,93
female,group D,bachelor's degree,standard,none,55,69,76
male,group E,associate's degree,free/reduced,none,41,45,41
female,group D,some high school,standard,none,75,87,82
female,group D,master's degree,free/reduced,completed,83,100,100
female,group A,some high school,standard,none,72,83,78
male,group A,bachelor's degree,standard,none,71,62,58
female,group B,associate's degree,standard,none,79,85,80
male,group C,associate's degree,standard,completed,82,96,90
male,group C,master's degree,free/reduced,none,83,84,67
female,group E,some high school,free/reduced,none,43,50,41
female,group A,some high school,free/reduced,none,37,39,39
female,group E,some college,standard,none,62,81,72
female,group E,bachelor's degree,standard,none,67,75,70
female,group C,associate's degree,free/reduced,none,56,75,71
female,group D,high school,standard,none,63,65,64
male,group D,master's degree,standard,none,69,65,76
male,group E,some high school,free/reduced,completed,70,68,54
female,group D,some college,standard,none,78,72,73
male,group E,some college,standard,none,81,64,72
male,group C,associate's degree,standard,completed,57,50,52
female,group C,some high school,standard,completed,68,78,79
male,group A,high school,free/reduced,none,51,45,40
female,group B,high school,free/reduced,none,50,62,60
female,group C,associate's degree,standard,none,80,85,100
male,group B,some high school,standard,none,69,68,53
male,group D,some high school,standard,none,65,63,56
female,group C,some high school,standard,completed,63,58,64
male,group A,some college,standard,none,52,44,40
female,group A,some college,free/reduced,none,51,62,51
female,group D,high school,standard,completed,92,96,99
female,group C,high school,standard,none,51,61,65
female,group C,some high school,standard,none,58,68,73
male,group B,associate's degree,standard,completed,62,64,64
female,group B,associate's degree,standard,none,82,80,81
female,group D,high school,free/reduced,completed,50,60,52
male,group D,associate's degree,standard,completed,90,87,85
female,group D,master's degree,standard,completed,70,73,72
male,group E,some college,standard,completed,80,80,74
male,group D,associate's degree,standard,none,72,65,65
male,group B,some high school,standard,completed,61,72,62
female,group C,bachelor's degree,free/reduced,completed,50,75,74
male,group E,high school,standard,none,82,68,67
male,group C,bachelor's degree,standard,completed,75,77,72
male,group C,associate's degree,standard,none,79,73,70
male,group D,some college,standard,none,73,55,65
male,group E,high school,free/reduced,completed,55,52,53
female,group C,associate's degree,free/reduced,completed,82,90,96
female,group D,high school,standard,completed,54,53,67
female,group D,master's degree,free/reduced,completed,51,63,65
female,group A,some high school,standard,completed,61,85,85
male,group B,some college,free/reduced,none,39,41,29
female,group C,some college,free/reduced,none,67,69,58
male,group C,bachelor's degree,standard,none,88,86,81
male,group C,some high school,free/reduced,none,72,66,67
male,group A,some high school,free/reduced,none,68,57,56
male,group C,some high school,free/reduced,none,64,67,52
male,group C,associate's degree,free/reduced,none,68,66,64
female,group C,high school,standard,none,63,76,72
male,group C,high school,standard,none,56,59,51
female,group A,some high school,free/reduced,none,45,60,53
male,group C,some high school,standard,none,77,69,68
male,group C,some college,free/reduced,completed,53,48,53
male,group D,associate's degree,standard,none,72,71,59
male,group D,associate's degree,free/reduced,none,79,70,73
male,group C,high school,standard,none,72,60,50
male,group D,some high school,standard,completed,92,91,79
female,group C,some college,standard,completed,67,80,79
female,group D,high school,standard,none,80,86,85
female,group A,some high school,free/reduced,none,57,77,67
female,group B,associate's degree,standard,none,72,87,73
male,group A,some high school,free/reduced,none,75,78,78
female,group C,some high school,standard,completed,71,71,80
male,group D,some college,free/reduced,none,69,68,64
male,group C,high school,standard,completed,87,78,84
male,group B,high school,standard,none,49,51,45
male,group B,associate's degree,standard,none,81,70,68
female,group C,some college,free/reduced,completed,64,82,84
female,group E,some college,standard,none,98,91,95
female,group C,associate's degree,free/reduced,none,64,76,71
male,group C,some college,free/reduced,none,67,57,50
female,group C,associate's degree,free/reduced,none,58,58,62
male,group C,bachelor's degree,free/reduced,none,38,60,44
female,group D,bachelor's degree,standard,none,78,93,87
male,group D,associate's degree,free/reduced,none,53,59,52
female,group E,bachelor's degree,standard,none,100,100,100
male,group B,high school,standard,completed,75,65,67
male,group C,bachelor's degree,free/reduced,none,52,63,51
male,group B,some college,free/reduced,none,49,59,41
female,group E,some college,standard,none,70,74,77
female,group C,some college,free/reduced,none,80,90,89
male,group A,bachelor's degree,standard,completed,73,60,57
female,group C,some college,standard,none,83,84,88
female,group D,associate's degree,free/reduced,none,29,35,37
male,group A,high school,free/reduced,completed,74,67,65
female,group A,high school,free/reduced,completed,72,93,85
male,group C,some college,standard,none,89,70,73
female,group C,associate's degree,standard,completed,85,84,85
female,group C,high school,standard,none,60,66,76
female,group C,associate's degree,standard,completed,70,87,82
female,group D,some high school,standard,none,64,65,57
female,group B,associate's degree,standard,completed,91,93,92
female,group D,bachelor's degree,standard,completed,66,79,82
male,group E,bachelor's degree,standard,completed,71,60,63
male,group D,associate's degree,standard,none,82,71,71
female,group D,master's degree,standard,none,57,59,67
male,group E,associate's degree,standard,none,75,72,69
male,group B,high school,standard,completed,68,71,70
female,group D,associate's degree,free/reduced,none,47,58,59
male,group C,some college,free/reduced,none,70,65,65
male,group A,high school,standard,none,64,56,50
female,group B,associate's degree,standard,none,46,52,58
male,group C,high school,standard,none,67,69,73
male,group D,some college,free/reduced,none,63,45,57
female,group C,associate's degree,free/reduced,none,55,71,73
male,group B,some high school,standard,completed,60,55,55
male,group A,associate's degree,free/reduced,completed,80,83,79
female,group A,associate's degree,free/reduced,none,60,86,80
female,group C,associate's degree,standard,none,62,62,70
female,group C,some college,standard,none,84,86,87
female,group C,bachelor's degree,standard,none,76,91,92
female,group B,high school,standard,none,59,59,70
male,group D,high school,standard,completed,73,59,62
female,group C,some college,standard,none,51,47,50
female,group D,some college,free/reduced,completed,63,74,73
female,group B,some high school,standard,none,71,71,71
male,group E,some college,standard,none,73,68,76
female,group D,master's degree,standard,none,75,79,85
female,group B,associate's degree,standard,completed,93,87,88
male,group C,some college,free/reduced,none,67,60,51
female,group E,associate's degree,standard,completed,96,91,87
female,group D,master's degree,free/reduced,none,39,58,52
female,group B,some high school,standard,none,81,87,79
male,group A,high school,standard,none,72,70,65
male,group B,bachelor's degree,free/reduced,none,57,64,52
male,group C,master's degree,standard,none,76,75,74
female,group C,bachelor's degree,standard,none,85,97,82
male,group D,some college,standard,none,75,66,72
male,group A,some high school,standard,none,65,49,41
male,group D,some high school,free/reduced,none,62,47,54
female,group B,some high school,standard,completed,51,60,63
female,group B,master's degree,free/reduced,completed,74,92,92
female,group C,some high school,standard,completed,80,89,86
female,group D,some college,standard,none,75,88,80
female,group E,some college,standard,completed,70,75,69
female,group D,some high school,standard,completed,65,75,75
female,group B,high school,free/reduced,completed,62,78,83
male,group D,some college,standard,none,76,45,49
female,group C,associate's degree,standard,none,94,83,86
male,group D,bachelor's degree,standard,none,73,58,60
male,group C,master's degree,free/reduced,none,49,55,53
male,group C,high school,standard,completed,55,54,53
male,group E,some college,standard,none,64,60,62
male,group C,some high school,free/reduced,completed,53,57,63
female,group C,high school,free/reduced,none,37,54,48
female,group D,bachelor's degree,free/reduced,none,33,44,44
female,group C,associate's degree,standard,none,58,73,67
female,group C,associate's degree,standard,completed,67,62,68
female,group C,some high school,standard,none,45,53,54
male,group E,associate's degree,standard,completed,64,64,53
female,group E,associate's degree,standard,completed,83,88,98
male,group B,high school,standard,completed,76,67,73
female,group C,bachelor's degree,free/reduced,completed,66,80,86
male,group C,associate's degree,standard,completed,46,58,54
female,group D,high school,standard,none,49,62,61
male,group E,bachelor's degree,standard,completed,90,64,67
male,group A,associate's degree,standard,completed,100,95,82
male,group C,high school,standard,completed,79,65,72
male,group D,associate's degree,free/reduced,completed,77,78,85
female,group C,associate's degree,standard,none,84,72,81
female,group D,associate's degree,standard,none,82,99,89
female,group D,master's degree,standard,none,64,67,70
male,group E,some high school,free/reduced,completed,81,80,84
female,group A,some high school,standard,completed,97,96,96
male,group C,high school,standard,completed,76,70,63
female,group C,high school,free/reduced,none,60,67,66
male,group C,master's degree,standard,none,82,69,68
male,group C,some high school,free/reduced,none,83,81,61
male,group B,bachelor's degree,free/reduced,completed,84,93,86
female,group B,associate's degree,standard,none,38,50,47
male,group D,some college,free/reduced,none,75,64,68
male,group E,associate's degree,standard,none,50,42,43
female,group C,some college,free/reduced,none,36,36,36
female,group C,associate's degree,standard,completed,52,69,79
male,group C,master's degree,free/reduced,none,66,66,61
female,group B,associate's degree,free/reduced,none,58,68,71
male,group D,some high school,standard,none,72,70,67
female,group D,some college,standard,completed,78,76,84
female,group C,some college,standard,none,66,79,78
male,group C,bachelor's degree,standard,completed,100,86,96
female,group D,some college,free/reduced,completed,58,84,77
male,group B,bachelor's degree,free/reduced,none,48,46,45
male,group B,associate's degree,standard,none,45,38,45
female,group E,bachelor's degree,free/reduced,completed,97,100,100
female,group D,master's degree,free/reduced,completed,62,69,75
male,group B,high school,free/reduced,none,64,49,51
male,group D,bachelor's degree,free/reduced,none,66,71,70
male,group B,some college,standard,completed,76,77,73
male,group A,bachelor's degree,standard,none,87,91,88
female,group C,some college,standard,none,53,63,53
female,group C,high school,free/reduced,completed,53,63,64
female,group E,high school,standard,none,74,77,75
male,group A,associate's degree,free/reduced,completed,44,56,56
male,group A,some college,standard,completed,61,47,54
female,group B,high school,standard,none,84,96,85
female,group B,some college,free/reduced,completed,46,57,56
female,group D,master's degree,standard,none,58,60,67
female,group D,some high school,standard,none,83,93,100
female,group E,some high school,standard,none,81,80,85
female,group D,bachelor's degree,free/reduced,none,68,78,75
female,group D,associate's degree,standard,completed,73,76,81
female,group D,some college,standard,none,64,79,81
female,group C,associate's degree,standard,none,61,77,72
female,group A,high school,standard,none,59,76,71
female,group C,bachelor's degree,free/reduced,none,46,68,63
female,group C,some college,standard,none,54,69,70
female,group A,some high school,standard,none,43,65,66
male,group C,some college,free/reduced,none,60,55,49
male,group A,some high school,standard,none,75,57,46
male,group E,bachelor's degree,standard,none,65,63,62
female,group E,high school,standard,none,77,77,75
female,group C,bachelor's degree,standard,completed,90,98,100
female,group C,bachelor's degree,standard,completed,58,84,71
male,group B,high school,free/reduced,none,25,22,13
male,group A,some high school,standard,none,51,52,50
female,group D,high school,standard,none,67,81,69
female,group D,some high school,standard,none,65,78,82
female,group D,master's degree,standard,none,55,63,59
female,group C,high school,standard,none,29,30,34
female,group E,some college,standard,none,77,79,84
male,group D,high school,free/reduced,none,59,61,48
male,group D,master's degree,free/reduced,completed,82,89,95
male,group C,some high school,standard,none,79,72,65
female,group C,associate's degree,standard,none,88,89,82
female,group C,master's degree,free/reduced,none,38,59,56
female,group E,some college,standard,none,56,64,66
female,group B,associate's degree,standard,none,58,66,69
male,group D,some college,free/reduced,completed,74,64,59
female,group C,some college,standard,none,57,54,63
male,group C,bachelor's degree,standard,completed,89,86,92
female,group C,associate's degree,standard,none,65,78,73
female,group A,associate's degree,standard,none,81,96,91
female,group C,high school,standard,none,60,64,77
female,group E,bachelor's degree,standard,none,36,41,37
male,group D,bachelor's degree,standard,none,93,80,80
male,group D,master's degree,standard,none,98,79,87
male,group C,associate's degree,free/reduced,completed,65,73,65
female,group C,high school,free/reduced,none,40,63,50
male,group B,bachelor's degree,free/reduced,none,65,66,54
male,group C,high school,free/reduced,completed,57,52,57
male,group A,some college,standard,completed,100,96,86
female,group E,bachelor's degree,free/reduced,none,62,59,64
male,group D,some college,standard,completed,100,93,100
male,group B,associate's degree,free/reduced,completed,67,67,67
male,group D,associate's degree,standard,none,59,43,46
male,group D,some college,free/reduced,none,44,55,43
female,group C,some high school,standard,completed,45,53,59
male,group D,some college,standard,none,71,66,71
male,group B,high school,standard,none,78,63,69
female,group B,bachelor's degree,standard,completed,71,69,84
female,group C,high school,standard,none,77,86,89
male,group D,some high school,standard,none,88,79,81
male,group A,high school,standard,none,75,71,59
female,group B,high school,free/reduced,completed,64,83,83
female,group D,some high school,standard,completed,81,91,83
male,group E,some college,standard,none,82,72,72
female,group D,associate's degree,standard,none,78,69,77
male,group D,high school,standard,none,45,57,52
female,group D,associate's degree,free/reduced,completed,78,93,91
female,group B,some high school,free/reduced,none,69,78,74
female,group E,high school,standard,completed,77,75,78
male,group B,high school,standard,none,68,69,65
female,group B,bachelor's degree,standard,completed,60,86,82
female,group D,associate's degree,standard,none,64,69,61
female,group E,high school,free/reduced,none,59,61,65
female,group B,high school,standard,none,49,50,54
female,group D,some college,standard,completed,66,82,76
male,group C,some high school,free/reduced,completed,54,56,48
female,group A,high school,standard,completed,67,75,80
female,group D,some college,standard,completed,83,81,100
female,group A,associate's degree,standard,completed,70,70,73
female,group B,some high school,standard,none,77,80,75
female,group B,some college,standard,none,58,63,72
male,group C,associate's degree,free/reduced,none,76,63,69
male,group D,some high school,standard,none,71,66,56
female,group D,associate's degree,free/reduced,none,38,56,57
male,group D,associate's degree,standard,none,91,91,90
male,group C,some college,free/reduced,none,71,75,75
male,group C,some high school,standard,none,70,63,64
female,group D,some college,free/reduced,none,54,70,68
female,group C,high school,standard,none,61,64,62
male,group D,associate's degree,standard,none,80,63,67
female,group C,some high school,free/reduced,completed,54,56,62
female,group C,some college,free/reduced,completed,63,68,71
female,group B,bachelor's degree,free/reduced,none,80,89,90
male,group C,some college,standard,none,72,74,58
male,group D,associate's degree,standard,completed,80,77,72
female,group C,high school,free/reduced,none,61,78,70
male,group D,associate's degree,free/reduced,none,55,55,48
female,group C,some college,standard,none,67,82,75
female,group C,associate's degree,standard,completed,60,80,88
female,group D,high school,standard,completed,74,78,75
female,group B,some college,standard,completed,55,59,61
female,group E,some college,standard,completed,68,82,76
female,group C,some high school,standard,completed,67,77,71
male,group D,associate's degree,free/reduced,none,76,76,78
male,group D,some college,free/reduced,none,65,64,57
female,group D,high school,standard,none,66,76,75
male,group B,high school,standard,none,59,67,65
male,group B,high school,standard,none,58,51,52
female,group C,some high school,free/reduced,completed,30,42,44
male,group B,some college,standard,completed,66,61,66
female,group E,master's degree,standard,completed,99,100,100
male,group E,some college,standard,completed,85,71,67
male,group D,associate's degree,free/reduced,none,76,79,72
male,group A,high school,free/reduced,none,48,61,48
male,group E,some college,free/reduced,none,93,88,85
female,group C,associate's degree,standard,none,44,53,58
female,group E,associate's degree,free/reduced,none,74,81,74
female,group C,bachelor's degree,free/reduced,completed,66,72,83
female,group D,associate's degree,standard,none,78,78,69
female,group C,some high school,standard,none,52,65,53
female,group D,some college,free/reduced,none,80,92,89
female,group C,associate's degree,standard,completed,78,83,88
female,group A,bachelor's degree,standard,none,60,69,73
female,group D,associate's degree,standard,completed,58,73,75
male,group C,high school,free/reduced,none,63,63,56
female,group E,bachelor's degree,standard,completed,80,86,79
female,group B,some high school,standard,none,52,72,71
male,group A,bachelor's degree,standard,completed,92,88,85
female,group D,some college,standard,none,68,63,72
female,group B,some high school,free/reduced,completed,59,59,66
male,group A,bachelor's degree,free/reduced,none,58,76,64
male,group D,high school,standard,none,41,31,39
male,group C,some college,standard,none,62,54,54
male,group D,high school,standard,none,94,86,84
female,group D,associate's degree,free/reduced,completed,37,62,54
male,group C,some college,standard,completed,98,81,85
female,group E,some high school,standard,completed,84,81,81
female,group D,some college,standard,none,94,100,100
male,group D,master's degree,standard,none,79,80,87
female,group B,some high school,standard,completed,59,74,79
female,group B,associate's degree,free/reduced,completed,76,95,92
male,group C,associate's degree,standard,completed,77,76,71
female,group C,associate's degree,standard,completed,94,96,95
female,group C,high school,standard,none,71,71,69
male,group E,associate's degree,free/reduced,completed,88,69,85
female,group C,some college,free/reduced,none,65,70,65
male,group D,some high school,free/reduced,completed,59,63,61
female,group B,some high school,free/reduced,completed,73,88,84
male,group C,high school,standard,none,52,51,46
male,group B,some college,standard,none,48,38,41
male,group E,some college,standard,completed,85,74,76
female,group E,associate's degree,standard,completed,61,78,75
male,group E,some high school,standard,completed,65,47,60
female,group D,high school,free/reduced,none,71,91,86
male,group C,some college,standard,none,49,44,38
female,group B,associate's degree,free/reduced,completed,72,76,85
male,group A,some high school,free/reduced,none,54,47,43
female,group C,some college,standard,completed,89,87,95
male,group D,some high school,standard,none,55,48,46
female,group E,some college,free/reduced,none,55,58,52
male,group C,master's degree,standard,none,67,57,58
male,group C,associate's degree,standard,none,96,78,79
female,group B,some college,free/reduced,completed,49,61,70
male,group D,associate's degree,standard,none,84,71,76
male,group C,high school,free/reduced,none,65,63,50
male,group D,bachelor's degree,standard,none,77,73,70
female,group A,associate's degree,free/reduced,none,37,52,52
female,group C,high school,standard,none,76,84,79
female,group C,associate's degree,standard,completed,57,78,73
male,group B,some college,free/reduced,none,50,58,48
male,group D,associate's degree,standard,none,74,84,72
male,group D,high school,standard,none,67,70,69
male,group C,some college,standard,none,70,69,73
female,group C,bachelor's degree,free/reduced,none,49,61,56
male,group B,some college,standard,completed,91,82,85
male,group D,some high school,standard,completed,76,73,69
male,group E,some college,standard,none,64,75,68
male,group C,master's degree,free/reduced,completed,78,80,75
female,group C,some high school,standard,completed,81,95,80
male,group C,associate's degree,free/reduced,none,59,53,51
female,group E,associate's degree,standard,none,80,97,93
male,group D,some college,standard,none,60,59,48
male,group E,bachelor's degree,free/reduced,completed,66,71,74
female,group D,some college,free/reduced,completed,54,54,66
male,group B,some college,standard,completed,73,73,75
female,group C,high school,free/reduced,none,53,76,62
female,group D,some high school,standard,none,49,53,56
male,group D,some high school,standard,completed,77,82,89
female,group B,high school,standard,none,58,61,62
male,group D,some college,standard,none,60,64,64
female,group B,high school,standard,none,77,69,77
female,group C,high school,standard,completed,61,76,79
male,group B,high school,standard,completed,77,63,65
female,group D,some high school,standard,none,70,70,70
male,group A,some college,free/reduced,none,53,60,53
male,group B,high school,standard,none,54,44,54
male,group D,bachelor's degree,standard,none,79,76,70
female,group B,some high school,free/reduced,completed,57,71,73
female,group C,bachelor's degree,free/reduced,none,59,83,83
male,group B,some college,standard,none,68,61,65
female,group B,some high school,free/reduced,none,54,58,56
female,group B,high school,standard,none,65,73,67
female,group C,some college,free/reduced,none,39,48,39
female,group A,some college,standard,completed,68,81,85
male,group E,associate's degree,standard,completed,97,89,83
female,group D,associate's degree,free/reduced,none,42,56,57
female,group B,master's degree,standard,none,82,85,82
female,group B,high school,free/reduced,completed,72,80,84
female,group C,associate's degree,standard,completed,49,58,67
male,group C,bachelor's degree,standard,completed,88,76,75
female,group B,some high school,standard,completed,32,50,48
female,group E,some high school,free/reduced,none,69,75,77
female,group B,some college,standard,none,18,40,32
male,group C,associate's degree,free/reduced,none,67,64,57
female,group C,master's degree,free/reduced,none,49,69,66
female,group B,high school,standard,none,47,60,60
female,group D,some college,free/reduced,none,55,70,71
male,group D,high school,free/reduced,none,64,69,66
male,group E,some high school,standard,completed,88,81,74
female,group B,high school,standard,none,37,54,50
female,group E,associate's degree,free/reduced,completed,57,65,73
male,group D,high school,standard,none,72,74,75
female,group E,associate's degree,free/reduced,none,66,86,79
male,group E,some college,standard,none,73,63,52
female,group C,associate's degree,standard,none,47,58,60
male,group C,some high school,standard,completed,69,73,63
male,group C,some high school,standard,completed,75,81,76
female,group E,associate's degree,standard,none,84,91,99
female,group B,some college,standard,none,83,86,86
female,group C,some college,standard,none,68,74,76
male,group A,some college,free/reduced,none,71,79,71
female,group D,some college,free/reduced,none,65,77,73
female,group E,high school,free/reduced,none,45,43,44
male,group C,high school,standard,none,86,77,66
male,group B,bachelor's degree,standard,none,63,53,56
male,group A,some high school,standard,none,54,29,31
male,group A,high school,free/reduced,none,48,43,54
female,group C,master's degree,standard,completed,56,66,63
male,group E,some high school,standard,completed,92,80,72
female,group C,high school,standard,none,67,77,84
male,group B,some high school,standard,completed,96,91,85
female,group A,bachelor's degree,standard,none,49,55,66
male,group D,bachelor's degree,free/reduced,completed,56,66,81
female,group B,high school,free/reduced,none,55,69,67
female,group C,some high school,standard,none,82,92,85
female,group A,some high school,standard,completed,87,93,94
female,group D,bachelor's degree,free/reduced,none,78,88,91
male,group E,some college,free/reduced,completed,54,47,48
female,group B,high school,free/reduced,none,66,91,86
female,group C,some high school,free/reduced,none,44,63,52
male,group C,high school,standard,none,64,69,58
female,group C,associate's degree,free/reduced,completed,59,71,69
female,group C,some high school,standard,none,69,64,73
female,group D,some high school,free/reduced,completed,66,81,83
male,group B,some high school,standard,none,69,49,55
female,group A,some college,free/reduced,none,57,64,53
female,group C,bachelor's degree,free/reduced,completed,72,85,89
male,group A,bachelor's degree,standard,none,61,59,61
female,group B,high school,standard,completed,82,87,90
male,group B,some college,standard,none,59,46,42
female,group C,high school,standard,completed,59,61,74
male,group E,high school,standard,none,73,61,54
female,group A,high school,standard,completed,70,78,75
male,group B,associate's degree,free/reduced,completed,56,53,48
female,group C,associate's degree,standard,none,70,75,72
female,group D,high school,free/reduced,none,38,53,51
male,group C,some high school,standard,none,66,54,46
female,group B,high school,free/reduced,completed,19,49,35
male,group B,some college,free/reduced,completed,78,75,81
female,group D,some high school,free/reduced,completed,44,66,60
male,group E,master's degree,standard,none,93,89,84
male,group C,master's degree,standard,completed,92,90,88
male,group D,high school,standard,none,62,52,48
female,group C,high school,standard,none,60,77,69
male,group D,associate's degree,standard,none,85,74,64
male,group C,master's degree,standard,none,72,71,69
female,group A,high school,standard,none,65,68,58
female,group E,some college,standard,none,90,82,95
male,group E,some high school,standard,none,80,65,56
male,group C,some high school,standard,none,64,65,53
female,group B,bachelor's degree,standard,none,97,100,97
male,group B,some college,free/reduced,none,72,72,65
female,group C,bachelor's degree,standard,none,65,82,79
male,group B,high school,standard,completed,57,45,41
male,group C,associate's degree,free/reduced,none,92,75,75
female,group C,associate's degree,standard,none,52,60,51
female,group E,master's degree,free/reduced,none,86,91,86
male,group D,bachelor's degree,free/reduced,completed,39,40,40
female,group C,some college,standard,completed,71,72,76
male,group C,associate's degree,standard,none,95,92,91
male,group D,some college,standard,completed,86,80,93
male,group C,high school,free/reduced,none,60,54,57
male,group B,associate's degree,standard,none,56,40,43
male,group E,associate's degree,free/reduced,completed,76,70,76
male,group C,associate's degree,free/reduced,none,44,53,51
male,group B,high school,standard,none,55,54,44
female,group C,some college,standard,completed,73,71,80
male,group B,associate's degree,standard,completed,78,86,75
male,group E,associate's degree,free/reduced,none,85,85,86
female,group C,bachelor's degree,free/reduced,none,40,58,60
male,group C,some college,free/reduced,none,76,66,68
